DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Ammonia,7664417,0.13,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Calcium,7440702,12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Chloride,16887006,6,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Chlorophyll a,479618,3.34,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Nitrate + Nitrite,0,0.14,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Organic Carbon,7440440,2,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Total Organic Carbon,7440440,2,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Organic Nitrogen,7727379,0.2,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Pheophytin a,0,0.79,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Total Phosphorus,7723140,0.08,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved Silica (SiO2),7631869,15.9,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Total Dissolved Solids,0,91,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Total Suspended Solids,0,6,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Volatile Suspended Solids,0,2,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Total Kjeldahl Nitrogen,0,0.3,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,ES0816B0694,8/30/2016 13:37,Dissolved ortho-Phosphate,14265442,0.06,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Ammonia,7664417,0.07,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Calcium,7440702,38,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Chloride,16887006,82,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Chlorophyll a,479618,6.42,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Nitrate + Nitrite,0,3.33,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Organic Carbon,7440440,5.7,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Total Organic Carbon,7440440,5.8,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Organic Nitrogen,7727379,0.7,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Pheophytin a,0,3.01,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Total Phosphorus,7723140,1.7,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved Silica (SiO2),7631869,24.5,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Total Dissolved Solids,0,458,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Total Suspended Solids,0,44,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Volatile Suspended Solids,0,6,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Total Kjeldahl Nitrogen,0,1.1,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0816B0700,8/31/2016 8:23,Dissolved ortho-Phosphate,14265442,1.27,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0816B0699,8/31/2016 9:09,Dissolved Ammonia,7664417,0.08,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0816B0699,8/31/2016 9:09,Dissolved Nitrate + Nitrite,0,11.4,0.05,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0816B0699,8/31/2016 9:09,Dissolved Organic Nitrogen,7727379,0.9,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0816B0699,8/31/2016 9:09,Total Phosphorus,7723140,5.5,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0816B0699,8/31/2016 9:09,Total Kjeldahl Nitrogen,0,1.4,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0816B0699,8/31/2016 9:09,Dissolved ortho-Phosphate,14265442,4.09,0.05,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Davis Wastewater Discharge at Toe Drain,Davis Wastewater,A0033300,ES0816B0701,8/31/2016 9:57,Dissolved Ammonia,7664417,0.12,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Davis Wastewater Discharge at Toe Drain,Davis Wastewater,A0033300,ES0816B0701,8/31/2016 9:57,Dissolved Nitrate + Nitrite,0,0.19,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Davis Wastewater Discharge at Toe Drain,Davis Wastewater,A0033300,ES0816B0701,8/31/2016 9:57,Total Phosphorus,7723140,0.53,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Davis Wastewater Discharge at Toe Drain,Davis Wastewater,A0033300,ES0816B0701,8/31/2016 9:57,Dissolved ortho-Phosphate,14265442,0.23,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Ammonia,7664417,0.12,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Calcium,7440702,36,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Chloride,16887006,59,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Chlorophyll a,479618,25.35,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Nitrate + Nitrite,0,0.86,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Organic Carbon,7440440,6.5,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Total Organic Carbon,7440440,6.8,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Organic Nitrogen,7727379,0.9,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Pheophytin a,0,11.63,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Total Phosphorus,7723140,0.89,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved Silica (SiO2),7631869,23.9,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Total Dissolved Solids,0,423,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Total Suspended Solids,0,64,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Total Suspended Solids,0,64,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Volatile Suspended Solids,0,10,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Volatile Suspended Solids,0,10,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Total Kjeldahl Nitrogen,0,1.6,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,ES0816B0702,8/31/2016 10:25,Dissolved ortho-Phosphate,14265442,0.64,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0916B0720,9/8/2016 8:40,Dissolved Ammonia,7664417,0.08,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0916B0720,9/8/2016 8:40,Dissolved Nitrate + Nitrite,0,9.43,0.04,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0916B0720,9/8/2016 8:40,Dissolved Organic Nitrogen,7727379,0.9,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0916B0720,9/8/2016 8:40,Total Phosphorus,7723140,5.6,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0916B0720,9/8/2016 8:40,Total Kjeldahl Nitrogen,0,19,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0916B0720,9/8/2016 8:40,Dissolved ortho-Phosphate,14265442,4.03,0.04,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Ammonia,7664417,0.06,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Calcium,7440702,36,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Chloride,16887006,51,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Chlorophyll a,479618,3.46,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Nitrate + Nitrite,0,0.92,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Organic Carbon,7440440,5.5,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Total Organic Carbon,7440440,5.5,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Organic Nitrogen,7727379,0.8,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Pheophytin a,0,1.69,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Total Phosphorus,7723140,0.73,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved Silica (SiO2),7631869,23.7,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Total Dissolved Solids,0,411,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Total Suspended Solids,0,34,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Volatile Suspended Solids,0,4,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Total Kjeldahl Nitrogen,0,1,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0916B0721,9/8/2016 9:00,Dissolved ortho-Phosphate,14265442,0.57,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Calcium,7440702,12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Calcium,7440702,12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Chloride,16887006,9,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Chlorophyll a,479618,7.35,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Nitrate + Nitrite,0,0.02,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Organic Carbon,7440440,2.8,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Total Organic Carbon,7440440,3.1,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Organic Nitrogen,7727379,0.2,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Pheophytin a,0,2.42,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Total Phosphorus,7723140,0.17,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Rotary Screw Trap,Toe Drain at STTD,A0D82120386,ES0916B0725,9/8/2016 9:40,Dissolved Silica (SiO2),7631869,12.7,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
