Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
155,Bryte (experimental),Sacramento Valley,11/25/2008,330,,N,0.00, ,48, ,1.1, ,16.5, ,9.6, ,12.4, ,87, ,68, ,79, ,8.9, ,0.6, ,54.6, ,13.1, 
155,Bryte (experimental),Sacramento Valley,11/26/2008,331,,N,2.10, ,20, ,1.2, ,12.2, ,8.4, ,10.9, ,96, ,82, ,90, ,9.3, ,0.5,H,46.3,H,12.7, 
155,Bryte (experimental),Sacramento Valley,11/27/2008,332,,N,0.10, ,83, ,1.2, ,16.5, ,8.0, ,11.2, ,97, ,72, ,89, ,9.5, ,0.6, ,56.0, ,12.8, 
155,Bryte (experimental),Sacramento Valley,11/28/2008,333,,N,0.10, ,34, ,1.1, ,12.5, ,7.8, ,9.6, ,97, ,86, ,94, ,8.7, ,0.5,H,40.7,H,12.1, 
155,Bryte (experimental),Sacramento Valley,11/29/2008,334,,N,0.10, ,86, ,1.1, ,16.7, ,4.3, ,9.5, ,97, ,66, ,89, ,7.8, ,0.4,I,34.5,I,12.0, 
155,Bryte (experimental),Sacramento Valley,11/30/2008,335,,N,0.00, ,91, ,1.1, ,17.8, ,4.5, ,10.3, ,97, ,67, ,88, ,8.4, ,0.2,I,17.6,I,12.0, 
155,Bryte (experimental),Sacramento Valley,12/1/2008,336,,N,0.00,R,16, ,1.2, ,13.2, ,9.7, ,10.5, ,97, ,88, ,95, ,9.8, ,1.3, ,111.3, ,12.9, 
155,Bryte (experimental),Sacramento Valley,12/2/2008,337,,N,0.00, ,17, ,1.1, ,11.3, ,6.4, ,9.4, ,97, ,85, ,93, ,8.3, ,1.0, ,85.9, ,11.6, 
155,Bryte (experimental),Sacramento Valley,12/3/2008,338,,N,0.00, ,35, ,1.1, ,12.0, ,5.3, ,9.4, ,96, ,77, ,90, ,7.9, ,0.5, ,46.7, ,11.2, 
155,Bryte (experimental),Sacramento Valley,12/4/2008,339,,N,0.00, ,31, ,0.9, ,10.4, ,2.3, ,6.4, ,97, ,79, ,93, ,5.4, ,0.5,H,46.1,H,10.2, 
155,Bryte (experimental),Sacramento Valley,12/5/2008,340,,N,0.10, ,46, ,0.8, ,9.0, ,0.9, ,4.2, ,97, ,96, ,98, ,4.0, ,0.3,I,28.5,I,8.8, 
155,Bryte (experimental),Sacramento Valley,12/6/2008,341,,N,0.30, ,24, ,0.9, ,6.9, ,4.2, ,5.8, ,97, ,97, ,97, ,5.4, ,0.5, ,41.4, ,8.6, 
155,Bryte (experimental),Sacramento Valley,12/7/2008,342,,N,0.00, ,17, ,0.8, ,6.6, ,4.6, ,5.5, ,96, ,89, ,93, ,4.6, ,0.5, ,47.2, ,8.7, 
155,Bryte (experimental),Sacramento Valley,12/8/2008,343,,N,0.30, ,24, ,0.8, ,6.6, ,1.3, ,4.8, ,97, ,87, ,94, ,4.0, ,0.7, ,58.7, ,8.2, 
155,Bryte (experimental),Sacramento Valley,12/9/2008,344,,N,0.10, ,68, ,0.8, ,12.7, ,0.5, ,5.0, ,97, ,64, ,91, ,3.7, ,0.4,I,31.9,I,7.3, 
155,Bryte (experimental),Sacramento Valley,12/10/2008,345,,N,0.10, ,90, ,0.8, ,16.0, ,1.4, ,7.3, ,97, ,41, ,75, ,3.1, ,0.3,I,27.8,I,8.0, 
155,Bryte (experimental),Sacramento Valley,12/11/2008,346,,N,0.00,H,81,H,0.9,H,14.5, ,2.0, ,7.6,H,96,H,60,H,83, ,5.0, ,0.3,I,22.9,I,8.6,H
155,Bryte (experimental),Sacramento Valley,12/12/2008,347,,N,0.00, ,64, ,0.9, ,13.3, ,2.1, ,7.8, ,97, ,66, ,86, ,5.5, ,1.0,H,84.3,H,9.0, 
155,Bryte (experimental),Sacramento Valley,12/13/2008,348,,N,0.00, ,78, ,0.6, ,11.7, ,1.4, ,8.0, ,86, ,36, ,59, ,0.4, ,1.2, ,101.6, ,9.6, 
155,Bryte (experimental),Sacramento Valley,12/14/2008,349,,N,8.30, ,23, ,0.7, ,7.5, ,0.7, ,4.2, ,90, ,75, ,85, ,1.9, ,1.8, ,159.3, ,6.6, 
155,Bryte (experimental),Sacramento Valley,12/15/2008,350,,N,3.80, ,69, ,0.7, ,10.0, ,2.3, ,6.0, ,94, ,58, ,80, ,2.8, ,2.1, ,177.7, ,7.1, 
155,Bryte (experimental),Sacramento Valley,12/16/2008,351,,N,0.70, ,30, ,0.7, ,5.3, ,1.2, ,3.4, ,94, ,80, ,89, ,1.8, ,1.0, ,87.8, ,5.7, 
155,Bryte (experimental),Sacramento Valley,12/17/2008,352,,N,0.00, ,93, ,0.5, ,8.1, ,-0.9, ,2.5, ,88, ,48, ,72, ,-2.1, ,1.1, ,95.1, ,4.6, 
155,Bryte (experimental),Sacramento Valley,12/18/2008,353,,N,2.50,H,64,H,0.6,H,9.4, ,-1.4, ,4.9,H,88,H,57,H,73, ,0.5, ,1.7,H,145.6,H,4.5,H
155,Bryte (experimental),Sacramento Valley,12/19/2008,354,,N,1.70, ,55, ,0.8, ,11.5, ,3.3, ,7.7, ,95, ,72, ,80, ,4.4, ,1.4,H,117.4,H,7.1, 
155,Bryte (experimental),Sacramento Valley,12/20/2008,355,,N,0.00, ,84, ,0.7, ,10.7, ,0.6, ,5.0, ,96, ,66, ,81, ,2.0, ,0.4,I,34.5,I,6.8, 
155,Bryte (experimental),Sacramento Valley,12/21/2008,356,,N,9.10, ,16, ,0.9, ,7.6, ,5.4, ,6.4, ,95, ,84, ,91, ,5.1, ,1.3, ,116.6, ,7.2, 
155,Bryte (experimental),Sacramento Valley,12/22/2008,357,,N,0.70, ,63, ,0.8, ,10.9, ,3.4, ,7.7, ,95, ,61, ,79, ,4.2, ,1.2, ,103.6, ,7.5, 
155,Bryte (experimental),Sacramento Valley,12/23/2008,358,,N,0.40, ,64, ,0.8, ,10.2, ,1.6, ,6.1, ,95, ,62, ,80, ,3.0, ,0.5,H,43.2,H,6.8, 
155,Bryte (experimental),Sacramento Valley,12/24/2008,359,,N,8.50, ,20, ,0.9, ,9.7, ,6.4, ,7.8, ,96, ,79, ,90, ,6.2, ,1.1,H,91.5,H,7.6, 
155,Bryte (experimental),Sacramento Valley,12/25/2008,360,,N,8.50, ,72, ,0.8, ,11.1, ,1.9, ,7.8, ,95, ,43, ,72, ,3.0, ,2.2, ,189.4, ,8.2, 
155,Bryte (experimental),Sacramento Valley,12/26/2008,361,,N,0.00, ,90, ,0.6, ,9.5, ,-0.5, ,4.2, ,94, ,45, ,74, ,0.0, ,0.6,H,55.0,H,5.9, 
155,Bryte (experimental),Sacramento Valley,12/27/2008,362,,N,0.00, ,57, ,0.7, ,11.2, ,1.6, ,6.7, ,90, ,55, ,71, ,1.8, ,0.6,H,49.3,H,6.5, 
155,Bryte (experimental),Sacramento Valley,12/28/2008,363,,N,0.00, ,80, ,0.8, ,13.9, ,5.3, ,8.5, ,91, ,54, ,72, ,3.8, ,0.8,H,69.2,H,8.3, 
155,Bryte (experimental),Sacramento Valley,12/29/2008,364,,N,0.00, ,81, ,0.9, ,16.2, ,3.4, ,8.8, ,96, ,60, ,82, ,6.0, ,0.5,H,41.0,H,8.7, 
155,Bryte (experimental),Sacramento Valley,12/30/2008,365,,N,0.00, ,91, ,0.9, ,10.5, ,3.6, ,6.1, ,97, ,76, ,92, ,4.9, ,0.7, ,64.6, ,8.6, 
155,Bryte (experimental),Sacramento Valley,12/31/2008,366,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
155,Bryte (experimental),Sacramento Valley,1/1/2009,001,,N,0.00,H,14,H,0.8,H,6.4, ,4.3, ,5.2,H,95,H,84,H,91, ,3.8, ,0.7,H,61.3,H,7.3,H
155,Bryte (experimental),Sacramento Valley,1/2/2009,002,,N,0.30, ,18, ,0.9, ,9.0, ,4.8, ,6.9, ,94, ,85, ,92, ,5.7, ,1.8, ,152.8, ,7.5, 
155,Bryte (experimental),Sacramento Valley,1/3/2009,003,,N,0.00, ,92, ,0.6, ,10.3, ,1.1, ,5.1, ,95, ,42, ,66, ,-0.7, ,1.6, ,142.5, ,6.2, 
155,Bryte (experimental),Sacramento Valley,1/4/2009,004,,N,0.00, ,87, ,0.6, ,9.3, ,-2.9, ,3.4, ,96, ,54, ,77, ,-0.3, ,0.7, ,61.3, ,5.1, 
155,Bryte (experimental),Sacramento Valley,1/5/2009,005,,N,0.90, ,23, ,0.8, ,7.6, ,4.6, ,6.1, ,96, ,73, ,87, ,4.0, ,0.9, ,76.6, ,6.6, 
155,Bryte (experimental),Sacramento Valley,1/6/2009,006,,N,0.00, ,83, ,0.8, ,11.2, ,2.3, ,6.1, ,96, ,70, ,87, ,4.2, ,0.7, ,56.7, ,7.3, 
155,Bryte (experimental),Sacramento Valley,1/7/2009,007,,N,0.00, ,20, ,0.8, ,7.2, ,0.2, ,4.6, ,97, ,88, ,94, ,3.7, ,0.6, ,53.4, ,6.2, 
155,Bryte (experimental),Sacramento Valley,1/8/2009,008,,N,0.00, ,19, ,0.9, ,7.8, ,4.3, ,6.5, ,94, ,85, ,90, ,5.0, ,1.2, ,101.0, ,7.1, 
155,Bryte (experimental),Sacramento Valley,1/9/2009,009,,N,0.00, ,96, ,0.7, ,14.8, ,-0.2, ,6.5, ,97, ,41, ,76, ,2.5, ,0.8, ,66.2, ,6.5, 
155,Bryte (experimental),Sacramento Valley,1/10/2009,010,,N,0.00, ,93, ,0.8, ,14.5, ,0.8, ,6.6, ,96, ,51, ,78, ,3.1, ,0.5, ,45.7, ,6.8, 
155,Bryte (experimental),Sacramento Valley,1/11/2009,011,,N,0.00, ,83, ,0.8, ,13.8, ,-0.4, ,6.0, ,97, ,49, ,81, ,3.0, ,0.5, ,45.8, ,6.7, 
155,Bryte (experimental),Sacramento Valley,1/12/2009,012,,N,0.00, ,92, ,0.9, ,23.0,Y,3.3, ,11.1, ,96, ,34, ,68, ,5.4, ,1.0, ,88.6, ,8.0, 
155,Bryte (experimental),Sacramento Valley,1/13/2009,013,,N,0.00, ,94, ,0.9, ,18.9, ,3.2, ,10.0, ,95, ,45, ,74, ,5.5, ,0.6, ,49.0, ,8.8, 
155,Bryte (experimental),Sacramento Valley,1/14/2009,014,,N,0.00, ,94, ,0.9, ,18.0, ,2.3, ,9.1, ,97, ,51, ,79, ,5.7, ,0.5, ,43.6, ,8.9, 
155,Bryte (experimental),Sacramento Valley,1/15/2009,015,,N,0.00, ,98, ,0.9, ,18.3, ,1.8, ,9.0, ,97, ,40, ,75, ,4.8, ,0.5, ,43.0, ,9.0, 
155,Bryte (experimental),Sacramento Valley,1/16/2009,016,,N,0.00, ,95, ,0.9, ,19.6, ,2.9, ,9.9, ,96, ,45, ,76, ,5.9, ,0.6, ,48.8, ,9.2, 
155,Bryte (experimental),Sacramento Valley,1/17/2009,017,,N,0.00, ,97, ,0.9, ,19.3, ,2.8, ,9.7, ,96, ,42, ,72, ,5.0, ,0.5, ,43.8, ,9.3, 
155,Bryte (experimental),Sacramento Valley,1/18/2009,018,,N,0.00, ,100, ,0.8, ,19.1, ,2.9, ,9.5, ,95, ,39, ,70, ,4.4, ,0.7, ,60.4, ,9.2, 
155,Bryte (experimental),Sacramento Valley,1/19/2009,019,,N,0.00, ,101, ,0.7, ,19.2, ,2.0, ,9.5, ,95, ,29, ,63, ,2.7, ,0.5, ,44.1, ,9.2, 
155,Bryte (experimental),Sacramento Valley,1/20/2009,020,,N,0.00, ,101, ,0.8, ,18.8, ,3.5, ,9.7, ,87, ,35, ,65, ,3.4, ,0.7, ,60.4, ,9.1, 
155,Bryte (experimental),Sacramento Valley,1/21/2009,021,,N,5.70, ,31, ,1.0, ,14.3, ,6.6, ,9.7, ,95, ,56, ,81, ,6.6, ,0.6, ,47.9, ,9.4, 
155,Bryte (experimental),Sacramento Valley,1/22/2009,022,,N,17.20, ,23, ,1.2, ,12.2, ,8.5, ,10.1, ,97, ,92, ,96, ,9.5, ,0.7, ,63.9, ,10.3, 
155,Bryte (experimental),Sacramento Valley,1/23/2009,023,,N,2.50, ,24, ,1.3, ,12.5, ,9.6, ,11.0, ,97, ,94, ,97, ,10.5, ,0.8, ,69.7, ,11.1, 
155,Bryte (experimental),Sacramento Valley,1/24/2009,024,,N,0.10, ,84, ,1.2, ,15.3, ,7.2, ,11.5, ,97, ,72, ,86, ,9.3, ,1.6, ,141.0, ,12.0, 
155,Bryte (experimental),Sacramento Valley,1/25/2009,025,,N,0.00, ,82, ,0.8, ,12.7, ,3.8, ,8.0, ,92, ,56, ,75, ,3.9, ,0.5, ,44.9, ,9.8, 
155,Bryte (experimental),Sacramento Valley,1/26/2009,026,,N,0.00, ,109, ,0.7, ,12.6, ,3.3, ,7.1, ,95, ,43, ,70, ,2.1, ,1.1, ,96.9, ,8.9, 
155,Bryte (experimental),Sacramento Valley,1/27/2009,027,,N,0.00, ,110, ,0.5, ,13.0, ,0.2, ,5.9, ,77, ,25, ,53, ,-2.9, ,0.9, ,74.0, ,7.2, 
155,Bryte (experimental),Sacramento Valley,1/28/2009,028,,N,0.00, ,110, ,0.7, ,15.5, ,1.0, ,7.4, ,93, ,43, ,70, ,2.3, ,1.0, ,85.5, ,7.4, 
155,Bryte (experimental),Sacramento Valley,1/29/2009,029,,N,0.00, ,110, ,0.8, ,17.2, ,1.6, ,8.6, ,95, ,40, ,70, ,3.5, ,0.5, ,43.8, ,8.3, 
155,Bryte (experimental),Sacramento Valley,1/30/2009,030,,N,0.00, ,107, ,0.9, ,17.0, ,2.6, ,9.0, ,96, ,46, ,76, ,5.0, ,0.5, ,39.0, ,9.1, 
155,Bryte (experimental),Sacramento Valley,1/31/2009,031,,N,0.00, ,113, ,0.9, ,19.4, ,2.1, ,9.9, ,97, ,37, ,72, ,5.0, ,0.5, ,39.3, ,9.5, 
155,Bryte (experimental),Sacramento Valley,2/1/2009,032,,N,0.00, ,116, ,0.8, ,19.0, ,1.7, ,9.9, ,97, ,28, ,65, ,3.5, ,0.5, ,39.1, ,9.9, 
155,Bryte (experimental),Sacramento Valley,2/2/2009,033,,N,0.00, ,113, ,0.9, ,18.6, ,3.7, ,10.3, ,96, ,44, ,72, ,5.4, ,0.5, ,39.5, ,10.3, 
155,Bryte (experimental),Sacramento Valley,2/3/2009,034,,N,0.00, ,116, ,0.9, ,19.1, ,3.5, ,10.5, ,96, ,43, ,72, ,5.6, ,0.4, ,38.7, ,10.7, 
155,Bryte (experimental),Sacramento Valley,2/4/2009,035,,N,0.00, ,87, ,1.0, ,17.7, ,4.5, ,10.9, ,92, ,49, ,74, ,6.4, ,0.4,I,38.6,I,10.8, 
155,Bryte (experimental),Sacramento Valley,2/5/2009,036,,N,3.00, ,58, ,1.0, ,15.5, ,9.1, ,11.7, ,92, ,59, ,76, ,7.6, ,1.3, ,110.7, ,11.2, 
155,Bryte (experimental),Sacramento Valley,2/6/2009,037,,N,5.40, ,49, ,1.1, ,14.1, ,9.1, ,10.9, ,94, ,72, ,88, ,8.9, ,0.9, ,75.0, ,11.3, 
155,Bryte (experimental),Sacramento Valley,2/7/2009,038,,N,0.10, ,69, ,1.0, ,16.0, ,4.7, ,9.2, ,97, ,61, ,86, ,7.1, ,0.5, ,42.7, ,10.5, 
155,Bryte (experimental),Sacramento Valley,2/8/2009,039,,N,2.30, ,65, ,0.9, ,13.0, ,5.0, ,8.6, ,96, ,67, ,85, ,6.2, ,1.6, ,140.2, ,9.4, 
155,Bryte (experimental),Sacramento Valley,2/9/2009,040,,N,0.00, ,125, ,0.7, ,11.8, ,2.8, ,7.2, ,89, ,39, ,65, ,1.0, ,0.8, ,72.0, ,9.3, 
155,Bryte (experimental),Sacramento Valley,2/10/2009,041,,N,1.10, ,105, ,0.7, ,11.4, ,-0.4, ,6.4, ,93, ,40, ,69, ,1.2, ,1.3, ,111.7, ,8.2, 
155,Bryte (experimental),Sacramento Valley,2/11/2009,042,,N,11.60, ,54, ,0.9, ,11.8, ,5.1, ,7.0, ,95, ,64, ,86, ,4.8, ,1.5, ,132.7, ,8.4, 
155,Bryte (experimental),Sacramento Valley,2/12/2009,043,,N,0.10, ,43, ,0.9, ,9.8, ,5.3, ,7.4, ,95, ,71, ,83, ,4.7, ,0.6, ,55.5, ,8.4, 
155,Bryte (experimental),Sacramento Valley,2/13/2009,044,,N,20.50, ,71, ,0.8, ,10.4, ,4.0, ,6.7, ,95, ,65, ,85, ,4.3, ,1.6, ,142.3, ,8.4, 
155,Bryte (experimental),Sacramento Valley,2/14/2009,045,,N,0.30, ,89, ,0.8, ,12.5, ,5.0, ,9.0, ,91, ,56, ,71, ,4.0, ,2.3, ,197.8, ,8.5, 
155,Bryte (experimental),Sacramento Valley,2/15/2009,046,,N,9.60, ,30, ,0.8, ,11.1, ,6.8, ,9.0, ,96, ,57, ,73, ,4.4, ,2.9, ,250.0, ,8.5, 
155,Bryte (experimental),Sacramento Valley,2/16/2009,047,,N,14.10, ,48, ,0.9, ,11.7, ,6.6, ,9.2, ,93, ,68, ,80, ,5.9, ,2.3, ,198.4, ,8.6, 
155,Bryte (experimental),Sacramento Valley,2/17/2009,048,,N,27.60, ,43, ,1.0, ,10.5, ,7.3, ,8.3, ,95, ,81, ,89, ,6.6, ,2.6, ,223.5, ,8.5, 
155,Bryte (experimental),Sacramento Valley,2/18/2009,049,,N,0.70, ,119, ,1.0, ,13.6, ,6.4, ,9.4, ,96, ,68, ,85, ,7.0, ,1.0, ,85.5, ,10.2, 
155,Bryte (experimental),Sacramento Valley,2/19/2009,050,,N,0.00, ,137, ,0.9, ,16.0, ,3.9, ,9.4, ,96, ,57, ,78, ,5.8, ,0.7, ,64.5, ,10.5, 
155,Bryte (experimental),Sacramento Valley,2/20/2009,051,,N,0.00, ,130, ,0.9, ,17.0, ,5.2, ,10.4, ,95, ,51, ,75, ,6.2, ,1.0, ,88.0, ,10.9, 
155,Bryte (experimental),Sacramento Valley,2/21/2009,052,,N,0.00, ,103, ,1.0, ,17.3, ,5.8, ,11.6, ,91, ,51, ,71, ,6.5, ,0.9, ,74.3, ,11.4, 
155,Bryte (experimental),Sacramento Valley,2/22/2009,053,,N,40.60, ,20, ,1.3, ,13.8, ,11.1, ,12.1, ,97, ,74, ,91, ,10.8, ,1.9, ,164.5, ,11.7, 
155,Bryte (experimental),Sacramento Valley,2/23/2009,054,,N,4.70, ,55, ,1.4, ,17.0, ,12.7,Y,14.0, ,97, ,79, ,88, ,12.1, ,1.8, ,151.9, ,12.8, 
155,Bryte (experimental),Sacramento Valley,2/24/2009,055,,N,0.00, ,138, ,1.1, ,17.4, ,10.3, ,13.0, ,90, ,51, ,71, ,7.8, ,1.1, ,96.5, ,13.7, 
155,Bryte (experimental),Sacramento Valley,2/25/2009,056,,N,0.20, ,112, ,1.1, ,17.2, ,7.6, ,12.3, ,86, ,58, ,74, ,7.9, ,1.3, ,115.3, ,13.2, 
155,Bryte (experimental),Sacramento Valley,2/26/2009,057,,N,3.40, ,108, ,1.1, ,17.8, ,7.9, ,12.6, ,95, ,57, ,79, ,9.0, ,1.6, ,138.6, ,13.6, 
155,Bryte (experimental),Sacramento Valley,2/27/2009,058,,N,0.00, ,152, ,0.9, ,14.9, ,3.6, ,9.5, ,94, ,55, ,77, ,5.7, ,0.7, ,63.4, ,12.5, 
155,Bryte (experimental),Sacramento Valley,2/28/2009,059,,N,0.00, ,97, ,1.1, ,16.3, ,6.9, ,11.6, ,93, ,58, ,78, ,7.9, ,0.7, ,62.6, ,12.7, 
155,Bryte (experimental),Sacramento Valley,3/1/2009,060,,N,18.00, ,14, ,1.3, ,15.9, ,10.4, ,12.8, ,97, ,72, ,87, ,10.7, ,1.9, ,161.9, ,12.5, 
155,Bryte (experimental),Sacramento Valley,3/2/2009,061,,N,10.90, ,49, ,1.3, ,16.0, ,10.9, ,13.3, ,95, ,66, ,83, ,10.5, ,2.0, ,176.5, ,12.8, 
155,Bryte (experimental),Sacramento Valley,3/3/2009,062,,N,14.10, ,45, ,1.0, ,13.1, ,7.9, ,10.0, ,94, ,67, ,84, ,7.5, ,1.9, ,159.9, ,11.2, 
155,Bryte (experimental),Sacramento Valley,3/4/2009,063,,N,0.20, ,128, ,0.9, ,12.7, ,4.3, ,8.6, ,94, ,59, ,78, ,5.0, ,1.2, ,103.2, ,11.0, 
155,Bryte (experimental),Sacramento Valley,3/5/2009,064,,N,0.00, ,158, ,0.9, ,13.8, ,4.6, ,9.0, ,94, ,54, ,74, ,4.7, ,1.1, ,98.3, ,11.3, 
155,Bryte (experimental),Sacramento Valley,3/6/2009,065,,N,0.00, ,157, ,0.8, ,13.9, ,4.3, ,9.4, ,92, ,47, ,70, ,4.1, ,0.9, ,79.7, ,12.0, 
155,Bryte (experimental),Sacramento Valley,3/7/2009,066,,N,0.00, ,170, ,0.8, ,16.3, ,4.8, ,10.2, ,92, ,36, ,65, ,3.9, ,0.8, ,67.0, ,12.4, 
155,Bryte (experimental),Sacramento Valley,3/8/2009,067,,N,0.00, ,143, ,0.9, ,16.3, ,5.5, ,10.6, ,88, ,51, ,71, ,5.6, ,1.5, ,126.3, ,12.8, 
155,Bryte (experimental),Sacramento Valley,3/9/2009,068,,N,0.00, ,178, ,0.5, ,12.8, ,3.3, ,8.4, ,76, ,23, ,46, ,-2.5, ,1.4, ,121.7, ,12.3, 
155,Bryte (experimental),Sacramento Valley,3/10/2009,069,,N,0.00, ,180, ,0.6, ,14.4, ,1.3, ,7.8, ,85, ,28, ,55, ,-0.6, ,1.2, ,103.2, ,11.8, 
155,Bryte (experimental),Sacramento Valley,3/11/2009,070,,N,0.00, ,176, ,0.7, ,16.9, ,2.7, ,9.5, ,83, ,35, ,60, ,2.1, ,0.7, ,56.6, ,12.8, 
155,Bryte (experimental),Sacramento Valley,3/12/2009,071,,N,0.00, ,180, ,0.9, ,20.3, ,4.1, ,11.4, ,93, ,30, ,64, ,4.7, ,0.6, ,52.7, ,14.2, 
155,Bryte (experimental),Sacramento Valley,3/13/2009,072,,N,0.00, ,182, ,0.9, ,20.5, ,5.2, ,12.0, ,93, ,27, ,64, ,5.4, ,1.0, ,86.7, ,15.3, 
155,Bryte (experimental),Sacramento Valley,3/14/2009,073,,N,0.00, ,159, ,0.9, ,15.0, ,6.6, ,10.0, ,86, ,51, ,70, ,4.9, ,2.5, ,214.3, ,14.5, 
155,Bryte (experimental),Sacramento Valley,3/15/2009,074,,N,0.00, ,79, ,1.1, ,16.2, ,8.8, ,12.1, ,87, ,63, ,78, ,8.4, ,2.1, ,181.4, ,14.2, 
155,Bryte (experimental),Sacramento Valley,3/16/2009,075,,N,0.00, ,108, ,1.2, ,19.4, ,11.4, ,14.5, ,85, ,60, ,74, ,9.9, ,1.8, ,156.5, ,15.4, 
155,Bryte (experimental),Sacramento Valley,3/17/2009,076,,N,0.00, ,175, ,1.2, ,19.4, ,9.9, ,14.3, ,94, ,47, ,71, ,9.1, ,1.0, ,86.2, ,16.9, 
155,Bryte (experimental),Sacramento Valley,3/18/2009,077,,N,0.00, ,178, ,1.1, ,22.6, ,8.4, ,14.8, ,91, ,32, ,64, ,8.0, ,1.1, ,95.6, ,17.4, 
155,Bryte (experimental),Sacramento Valley,3/19/2009,078,,N,0.00, ,188, ,1.2, ,24.4, ,10.7, ,17.0, ,88, ,32, ,61, ,9.5, ,0.9, ,76.8, ,19.2,Y
155,Bryte (experimental),Sacramento Valley,3/20/2009,079,,N,0.00, ,188, ,1.2, ,24.2, ,10.0, ,15.9, ,89, ,39, ,68, ,10.1, ,1.1, ,95.5, ,20.0,Y
155,Bryte (experimental),Sacramento Valley,3/21/2009,080,,N,0.00, ,89, ,1.1, ,16.4, ,8.6, ,11.6, ,89, ,61, ,78, ,8.0, ,2.4, ,203.6, ,17.1, 
155,Bryte (experimental),Sacramento Valley,3/22/2009,081,,N,0.00, ,170, ,0.7, ,14.8, ,6.3, ,10.2, ,83, ,34, ,54, ,1.3, ,1.9, ,165.0, ,16.2, 
155,Bryte (experimental),Sacramento Valley,3/23/2009,082,,N,0.00, ,202, ,0.5, ,16.1, ,3.0, ,9.6, ,68, ,22, ,40, ,-3.3, ,2.2, ,189.4, ,14.9, 
155,Bryte (experimental),Sacramento Valley,3/24/2009,083,,N,0.00, ,198, ,0.7, ,21.7, ,3.3, ,13.0, ,84, ,24, ,47, ,2.1, ,1.1, ,90.8, ,16.4, 
155,Bryte (experimental),Sacramento Valley,3/25/2009,084,,N,0.00, ,176, ,0.9, ,22.1, ,7.4, ,14.6, ,81, ,29, ,56, ,6.0, ,0.9, ,80.4, ,18.1, 
155,Bryte (experimental),Sacramento Valley,3/26/2009,085,,N,0.00, ,203, ,0.9, ,24.2, ,9.0, ,16.6, ,89, ,25, ,50, ,6.1, ,2.1, ,179.4, ,18.9,Y
155,Bryte (experimental),Sacramento Valley,3/27/2009,086,,N,0.00, ,205, ,0.8, ,26.1, ,10.5, ,17.8, ,65, ,21, ,41, ,4.4, ,1.3, ,111.7, ,20.2,Y
155,Bryte (experimental),Sacramento Valley,3/28/2009,087,,N,0.00, ,206, ,1.1, ,26.3, ,9.2, ,17.7, ,85, ,27, ,53, ,8.1, ,1.3, ,108.0, ,21.5,R
155,Bryte (experimental),Sacramento Valley,3/29/2009,088,,N,0.00, ,216, ,0.6, ,17.6, ,8.2, ,13.2, ,83, ,15, ,37, ,-1.2, ,3.2, ,273.8, ,19.6,Y
155,Bryte (experimental),Sacramento Valley,3/30/2009,089,,N,0.00, ,216, ,0.5, ,21.0, ,7.4, ,13.5, ,49, ,15, ,29, ,-4.1, ,2.6, ,223.7, ,18.2, 
155,Bryte (experimental),Sacramento Valley,3/31/2009,090,,N,0.00, ,203, ,0.8, ,23.1, ,6.8, ,14.9, ,77, ,24, ,46, ,3.4, ,1.1, ,94.3, ,19.5,Y
155,Bryte (experimental),Sacramento Valley,4/1/2009,091,,N,0.00, ,211, ,0.8, ,24.5, ,10.7, ,17.2, ,74, ,23, ,43, ,4.4, ,2.1, ,184.5, ,20.6, 
155,Bryte (experimental),Sacramento Valley,4/2/2009,092,,N,0.00, ,214, ,1.0, ,23.0, ,8.5, ,14.0, ,81, ,34, ,61, ,6.6, ,1.3, ,113.8, ,20.9, 
155,Bryte (experimental),Sacramento Valley,4/3/2009,093,,N,0.00, ,228, ,0.5, ,19.0, ,7.2, ,12.7, ,82, ,13, ,32, ,-3.5, ,1.3, ,110.2, ,19.4, 
155,Bryte (experimental),Sacramento Valley,4/4/2009,094,,N,0.00, ,233, ,0.5, ,20.4, ,4.8, ,12.5, ,53, ,15, ,32, ,-3.7, ,1.0, ,85.8, ,19.1, 
155,Bryte (experimental),Sacramento Valley,4/5/2009,095,,N,0.00, ,230, ,0.6, ,25.0, ,5.7, ,14.8, ,75, ,16, ,37, ,0.4, ,0.5, ,42.3, ,20.5, 
155,Bryte (experimental),Sacramento Valley,4/6/2009,096,,N,0.00, ,228, ,0.7, ,28.6, ,6.5, ,16.9, ,71, ,10, ,34, ,0.9, ,0.6, ,49.1, ,21.7,Y
155,Bryte (experimental),Sacramento Valley,4/7/2009,097,,N,10.30, ,89, ,1.0, ,17.1, ,9.2, ,11.9, ,95, ,46, ,71, ,6.9, ,1.3, ,115.5, ,18.9, 
155,Bryte (experimental),Sacramento Valley,4/8/2009,098,,N,1.00, ,162, ,1.1, ,17.3, ,8.9, ,12.4, ,95, ,56, ,76, ,8.3, ,1.1, ,95.4, ,16.7, 
