date,agency_cd,site_no,water_year,flow,flow_cd,flow_11447905,group,flow_modeled,flow_impute,flow_for_gam_step1,flow_for_gam_step2,flow_for_gam_final
2007-06-22,USGS,11455420,2007,8180,A,3510,measure,7722,8180,8180,8180,8180
2007-06-23,USGS,11455420,2007,7870,A,3540,measure,7789,7870,7870,7870,7870
2007-06-24,USGS,11455420,2007,7400,A,3580,measure,7879,7400,7400,7400,7400
2007-06-25,USGS,11455420,2007,4950,A,3530,measure,7767,4950,4950,4950,4950
2007-06-26,USGS,11455420,2007,3210,A,3440,measure,7564,3210,3210,3210,3210
2007-06-27,USGS,11455420,2007,6050,A,3530,measure,7767,6050,6050,6050,6050
2007-06-28,USGS,11455420,2007,8270,A,3730,measure,8217,8270,8270,8270,8270
2007-06-29,USGS,11455420,2007,8960,A,4220,measure,9321,8960,8960,8960,8960
2007-06-30,USGS,11455420,2007,9460,A,4630,measure,10244,9460,9460,9460,9460
2007-07-01,USGS,11455420,2007,10200,A,4760,measure,10537,10200,10200,10200,10200
2007-07-02,USGS,11455420,2007,10700,A,4920,measure,10898,10700,10700,10700,10700
2007-07-03,USGS,11455420,2007,10500,A,4970,measure,11010,10500,10500,10500,10500
2007-07-04,USGS,11455420,2007,10200,A,4860,measure,10763,10200,10200,10200,10200
2007-07-05,USGS,11455420,2007,8140,A,4490,measure,9929,8140,8140,8140,8140
2007-07-06,USGS,11455420,2007,7870,A,4220,measure,9321,7870,7870,7870,7870
2007-07-07,USGS,11455420,2007,9890,A,4420,measure,9771,9890,9890,9890,9890
2007-07-08,USGS,11455420,2007,7390,A,4210,measure,9298,7390,7390,7390,7390
2007-07-09,USGS,11455420,2007,6390,A,4070,measure,8983,6390,6390,6390,6390
2007-07-10,USGS,11455420,2007,8870,A,4090,measure,9028,8870,8870,8870,8870
2007-07-11,USGS,11455420,2007,11500,A,4450,measure,9839,11500,11500,11500,11500
2007-07-12,USGS,11455420,2007,10800,A,4770,measure,10560,10800,10800,10800,10800
2007-07-13,USGS,11455420,2007,9210,A,4810,measure,10650,9210,9210,9210,9210
2007-07-14,USGS,11455420,2007,9550,A,4660,measure,10312,9550,9550,9550,9550
2007-07-15,USGS,11455420,2007,11200,A,4720,measure,10447,11200,11200,11200,11200
2007-07-16,USGS,11455420,2007,11700,A,4830,measure,10695,11700,11700,11700,11700
2007-07-17,USGS,11455420,2007,12300,A,4980,measure,11033,12300,12300,12300,12300
2007-07-18,USGS,11455420,2007,12300,A,5060,measure,11213,12300,12300,12300,12300
2007-07-19,USGS,11455420,2007,11100,A,4990,measure,11055,11100,11100,11100,11100
2007-07-20,USGS,11455420,2007,11600,A,5030,measure,11145,11600,11600,11600,11600
2007-07-21,USGS,11455420,2007,11800,A,5250,measure,11641,11800,11800,11800,11800
2007-07-22,USGS,11455420,2007,10700,A,5300,measure,11754,10700,10700,10700,10700
2007-07-23,USGS,11455420,2007,8550,A,5100,measure,11303,8550,8550,8550,8550
2007-07-24,USGS,11455420,2007,7820,A,4900,measure,10853,7820,7820,7820,7820
2007-07-25,USGS,11455420,2007,7310,A,4750,measure,10515,7310,7310,7310,7310
2007-07-26,USGS,11455420,2007,7090,A,4650,measure,10289,7090,7090,7090,7090
2007-07-27,USGS,11455420,2007,7100,A,4530,measure,10019,7100,7100,7100,7100
2007-07-28,USGS,11455420,2007,7990,A,4480,measure,9907,7990,7990,7990,7990
2007-07-29,USGS,11455420,2007,8690,A,4430,measure,9794,8690,8690,8690,8690
2007-07-30,USGS,11455420,2007,7890,A,4250,measure,9388,7890,7890,7890,7890
2007-07-31,USGS,11455420,2007,7690,A,4030,measure,8893,7690,7690,7690,7690
2007-08-01,USGS,11455420,2007,8680,A,3940,measure,8690,8680,8680,8680,8680
2007-08-02,USGS,11455420,2007,10400,A,3920,measure,8645,10400,10400,10400,10400
2007-08-03,USGS,11455420,2007,10500,A,4060,measure,8961,10500,10500,10500,10500
2007-08-04,USGS,11455420,2007,7540,A,3910,measure,8623,7540,7540,7540,7540
2007-08-05,USGS,11455420,2007,8170,A,3780,measure,8330,8170,8170,8170,8170
2007-08-06,USGS,11455420,2007,10100,A,4240,measure,9366,10100,10100,10100,10100
2007-08-07,USGS,11455420,2007,7390,A,4190,measure,9253,7390,7390,7390,7390
2007-08-08,USGS,11455420,2007,6490,A,4120,measure,9096,6490,6490,6490,6490
2007-08-09,USGS,11455420,2007,7540,A,4300,measure,9501,7540,7540,7540,7540
2007-08-10,USGS,11455420,2007,8400,A,4420,measure,9771,8400,8400,8400,8400
2007-08-11,USGS,11455420,2007,9540,A,4380,measure,9681,9540,9540,9540,9540
2007-08-12,USGS,11455420,2007,10700,A,4470,measure,9884,10700,10700,10700,10700
2007-08-13,USGS,11455420,2007,10300,A,4480,measure,9907,10300,10300,10300,10300
2007-08-14,USGS,11455420,2007,9630,A,4340,measure,9591,9630,9630,9630,9630
2007-08-15,USGS,11455420,2007,10100,A,4270,measure,9434,10100,10100,10100,10100
2007-08-16,USGS,11455420,2007,11100,A,4340,measure,9591,11100,11100,11100,11100
2007-08-17,USGS,11455420,2007,10100,A,4290,measure,9479,10100,10100,10100,10100
2007-08-18,USGS,11455420,2007,8210,A,4030,measure,8893,8210,8210,8210,8210
2007-08-19,USGS,11455420,2007,9040,A,4180,measure,9231,9040,9040,9040,9040
2007-08-20,USGS,11455420,2007,7940,A,4210,measure,9298,7940,7940,7940,7940
2007-08-21,USGS,11455420,2007,5430,A,4000,measure,8825,5430,5430,5430,5430
2007-08-22,USGS,11455420,2007,4600,A,3870,measure,8533,4600,4600,4600,4600
2007-08-23,USGS,11455420,2007,4970,A,3740,measure,8240,4970,4970,4970,4970
2007-08-24,USGS,11455420,2007,8730,A,3950,measure,8713,8730,8730,8730,8730
2007-08-25,USGS,11455420,2007,11200,A,4090,measure,9028,11200,11200,11200,11200
2007-08-26,USGS,11455420,2007,11300,A,4070,measure,8983,11300,11300,11300,11300
2007-08-27,USGS,11455420,2007,10200,A,4000,measure,8825,10200,10200,10200,10200
2007-08-28,USGS,11455420,2007,9590,A,3900,measure,8600,9590,9590,9590,9590
2007-08-29,USGS,11455420,2007,9080,A,3780,measure,8330,9080,9080,9080,9080
2007-08-30,USGS,11455420,2007,9630,A,3840,measure,8465,9630,9630,9630,9630
2007-08-31,USGS,11455420,2007,8500,A,3820,measure,8420,8500,8500,8500,8500
2007-09-01,USGS,11455420,2007,8670,A,3860,measure,8510,8670,8670,8670,8670
2007-09-02,USGS,11455420,2007,8910,A,3960,measure,8735,8910,8910,8910,8910
2007-09-03,USGS,11455420,2007,7500,A,3880,measure,8555,7500,7500,7500,7500
2007-09-04,USGS,11455420,2007,9110,A,4010,measure,8848,9110,9110,9110,9110
2007-09-05,USGS,11455420,2007,8340,A,4140,measure,9141,8340,8340,8340,8340
2007-09-06,USGS,11455420,2007,6940,A,3870,measure,8533,6940,6940,6940,6940
2007-09-07,USGS,11455420,2007,11300,A,4100,measure,9051,11300,11300,11300,11300
2007-09-08,USGS,11455420,2007,10900,A,4170,measure,9208,10900,10900,10900,10900
2007-09-09,USGS,11455420,2007,12000,A,4060,measure,8961,12000,12000,12000,12000
2007-09-10,USGS,11455420,2007,12300,A,4180,measure,9231,12300,12300,12300,12300
2007-09-11,USGS,11455420,2007,10200,A,3990,measure,8803,10200,10200,10200,10200
2007-09-12,USGS,11455420,2007,10800,A,3910,measure,8623,10800,10800,10800,10800
2007-09-13,USGS,11455420,2007,11400,A,4130,measure,9118,11400,11400,11400,11400
2007-09-14,USGS,11455420,2007,9750,A,4060,measure,8961,9750,9750,9750,9750
2007-09-15,USGS,11455420,2007,9080,A,3960,measure,8735,9080,9080,9080,9080
2007-09-16,USGS,11455420,2007,8540,A,4040,measure,8915,8540,8540,8540,8540
2007-09-17,USGS,11455420,2007,6870,A,3990,measure,8803,6870,6870,6870,6870
2007-09-18,USGS,11455420,2007,6010,A,3850,measure,8487,6010,6010,6010,6010
2007-09-19,USGS,11455420,2007,7990,A,3790,measure,8352,7990,7990,7990,7990
2007-09-20,USGS,11455420,2007,8720,A,4040,measure,8915,8720,8720,8720,8720
2007-09-21,USGS,11455420,2007,6430,A,3750,measure,8262,6430,6430,6430,6430
2007-09-22,USGS,11455420,2007,8610,A,3650,measure,8037,8610,8610,8610,8610
2007-09-23,USGS,11455420,2007,8490,A,3500,measure,7699,8490,8490,8490,8490
2007-09-24,USGS,11455420,2007,8110,A,3440,measure,7564,8110,8110,8110,8110
2007-09-25,USGS,11455420,2007,7560,A,3300,measure,7249,7560,7560,7560,7560
2007-09-26,USGS,11455420,2007,6440,A,3060,measure,6708,6440,6440,6440,6440
2007-09-27,USGS,11455420,2007,4270,A,2690,measure,5875,4270,4270,4270,4270
2007-09-28,USGS,11455420,2007,5690,A,2650,measure,5784,5690,5690,5690,5690
2007-09-29,USGS,11455420,2007,6990,A,2910,measure,6370,6990,6990,6990,6990
2007-09-30,USGS,11455420,2007,5030,A,2730,measure,5965,5030,5030,5030,5030
2007-10-01,USGS,11455420,2008,6390,A,2710,measure,5920,6390,6390,6390,6390
2007-10-02,USGS,11455420,2008,4970,A,2700,measure,5897,4970,4970,4970,4970
2007-10-03,USGS,11455420,2008,4260,A,2470,measure,5379,4260,4260,4260,4260
2007-10-04,USGS,11455420,2008,7070,A,2560,measure,5582,7070,7070,7070,7070
2007-10-05,USGS,11455420,2008,10000,A,2910,measure,6370,10000,10000,10000,10000
2007-10-06,USGS,11455420,2008,7490,A,2830,measure,6190,7490,7490,7490,7490
2007-10-07,USGS,11455420,2008,5080,A,2520,measure,5492,5080,5080,5080,5080
2007-10-08,USGS,11455420,2008,3540,A,2250,measure,4883,3540,3540,3540,3540
2007-10-09,USGS,11455420,2008,4080,A,2140,measure,4636,4080,4080,4080,4080
2007-10-10,USGS,11455420,2008,7510,A,2510,measure,5469,7510,7510,7510,7510
2007-10-11,USGS,11455420,2008,5720,A,2520,measure,5492,5720,5720,5720,5720
2007-10-12,USGS,11455420,2008,5070,A,2410,measure,5244,5070,5070,5070,5070
2007-10-13,USGS,11455420,2008,4750,A,2400,measure,5221,4750,4750,4750,4750
2007-10-14,USGS,11455420,2008,3900,A,2240,measure,4861,3900,3900,3900,3900
2007-10-15,USGS,11455420,2008,3000,A,2040,measure,4410,3000,3000,3000,3000
2007-10-16,USGS,11455420,2008,4360,A,2150,measure,4658,4360,4360,4360,4360
2007-10-17,USGS,11455420,2008,5870,A,2440,measure,5311,5870,5870,5870,5870
2007-10-18,USGS,11455420,2008,6330,A,2480,measure,5402,6330,6330,6330,6330
2007-10-19,USGS,11455420,2008,5060,A,2250,measure,4883,5060,5060,5060,5060
2007-10-20,USGS,11455420,2008,7390,A,2450,measure,5334,7390,7390,7390,7390
2007-10-21,USGS,11455420,2008,5270,A,2400,measure,5221,5270,5270,5270,5270
2007-10-22,USGS,11455420,2008,3960,A,2270,measure,4929,3960,3960,3960,3960
2007-10-23,USGS,11455420,2008,3460,A,2160,measure,4681,3460,3460,3460,3460
2007-10-24,USGS,11455420,2008,2760,A,1970,measure,4253,2760,2760,2760,2760
2007-10-25,USGS,11455420,2008,1970,A,1810,measure,3892,1970,1970,1970,1970
2007-10-26,USGS,11455420,2008,2940,A,1870,measure,4028,2940,2940,2940,2940
2007-10-27,USGS,11455420,2008,4840,A,2040,measure,4410,4840,4840,4840,4840
2007-10-28,USGS,11455420,2008,4400,A,2020,measure,4365,4400,4400,4400,4400
2007-10-29,USGS,11455420,2008,2700,A,1820,measure,3915,2700,2700,2700,2700
2007-10-30,USGS,11455420,2008,5910,A,2150,measure,4658,5910,5910,5910,5910
2007-10-31,USGS,11455420,2008,6290,A,2340,measure,5086,6290,6290,6290,6290
2007-11-01,USGS,11455420,2008,5120,A,2230,measure,4838,5120,5120,5120,5120
2007-11-02,USGS,11455420,2008,4940,A,2160,measure,4681,4940,4940,4940,4940
2007-11-03,USGS,11455420,2008,4420,A,2030,measure,4388,4420,4420,4420,4420
2007-11-04,USGS,11455420,2008,3010,A,1830,measure,3937,3010,3010,3010,3010
2007-11-05,USGS,11455420,2008,1640,A,1640,measure,3509,1640,1640,1640,1640
2007-11-06,USGS,11455420,2008,2700,A,1670,measure,3577,2700,2700,2700,2700
2007-11-07,USGS,11455420,2008,2830,A,1690,measure,3622,2830,2830,2830,2830
2007-11-08,USGS,11455420,2008,3780,A,1680,measure,3600,3780,3780,3780,3780
2007-11-09,USGS,11455420,2008,5110,A,1940,measure,4185,5110,5110,5110,5110
2007-11-10,USGS,11455420,2008,4450,A,2030,measure,4388,4450,4450,4450,4450
2007-11-11,USGS,11455420,2008,4890,A,2340,measure,5086,4890,4890,4890,4890
2007-11-12,USGS,11455420,2008,4960,A,2510,measure,5469,4960,4960,4960,4960
2007-11-13,USGS,11455420,2008,4460,A,2490,measure,5424,4460,4460,4460,4460
2007-11-14,USGS,11455420,2008,3790,A,2430,measure,5289,3790,3790,3790,3790
2007-11-15,USGS,11455420,2008,4020,A,2390,measure,5199,4020,4020,4020,4020
2007-11-16,USGS,11455420,2008,6100,A,2550,measure,5559,6100,6100,6100,6100
2007-11-17,USGS,11455420,2008,6340,A,2680,measure,5852,6340,6340,6340,6340
2007-11-18,USGS,11455420,2008,5150,A,2620,measure,5717,5150,5150,5150,5150
2007-11-19,USGS,11455420,2008,6270,A,2640,measure,5762,6270,6270,6270,6270
2007-11-20,USGS,11455420,2008,4800,A,2600,measure,5672,4800,4800,4800,4800
2007-11-21,USGS,11455420,2008,3570,A,2400,measure,5221,3570,3570,3570,3570
2007-11-22,USGS,11455420,2008,3070,A,2330,measure,5064,3070,3070,3070,3070
2007-11-23,USGS,11455420,2008,2220,A,2350,measure,5109,2220,2220,2220,2220
2007-11-24,USGS,11455420,2008,2580,A,2260,measure,4906,2580,2580,2580,2580
2007-11-25,USGS,11455420,2008,4280,A,2350,measure,5109,4280,4280,4280,4280
2007-11-26,USGS,11455420,2008,5410,A,2450,measure,5334,5410,5410,5410,5410
2007-11-27,USGS,11455420,2008,4850,A,2440,measure,5311,4850,4850,4850,4850
2007-11-28,USGS,11455420,2008,4160,A,2410,measure,5244,4160,4160,4160,4160
2007-11-29,USGS,11455420,2008,3910,A,2270,measure,4929,3910,3910,3910,3910
2007-11-30,USGS,11455420,2008,4110,A,2210,measure,4793,4110,4110,4110,4110
2007-12-01,USGS,11455420,2008,5600,A,2380,measure,5176,5600,5600,5600,5600
2007-12-02,USGS,11455420,2008,5160,A,2470,measure,5379,5160,5160,5160,5160
2007-12-03,USGS,11455420,2008,4340,A,2350,measure,5109,4340,4340,4340,4340
2007-12-04,USGS,11455420,2008,2540,A,2250,measure,4883,2540,2540,2540,2540
2007-12-05,USGS,11455420,2008,1500,A,2140,measure,4636,1500,1500,1500,1500
2007-12-06,USGS,11455420,2008,3140,A,2390,measure,5199,3140,3140,3140,3140
2007-12-07,USGS,11455420,2008,7710,A,3290,measure,7226,7710,7710,7710,7710
2007-12-08,USGS,11455420,2008,9450,A,3940,measure,8690,9450,9450,9450,9450
2007-12-09,USGS,11455420,2008,5680,A,3680,measure,8105,5680,5680,5680,5680
2007-12-10,USGS,11455420,2008,5520,A,3450,measure,7586,5520,5520,5520,5520
2007-12-11,USGS,11455420,2008,5870,A,3430,measure,7541,5870,5870,5870,5870
2007-12-12,USGS,11455420,2008,5860,A,3070,measure,6731,5860,5860,5860,5860
2007-12-13,USGS,11455420,2008,5070,A,2830,measure,6190,5070,5070,5070,5070
2007-12-14,USGS,11455420,2008,6960,A,3430,measure,7541,6960,6960,6960,6960
2007-12-15,USGS,11455420,2008,7730,A,4060,measure,8961,7730,7730,7730,7730
2007-12-16,USGS,11455420,2008,5730,A,3850,measure,8487,5730,5730,5730,5730
2007-12-17,USGS,11455420,2008,6340,A,3860,measure,8510,6340,6340,6340,6340
2007-12-18,USGS,11455420,2008,6470,A,4030,measure,8893,6470,6470,6470,6470
2007-12-19,USGS,11455420,2008,6930,A,4350,measure,9614,6930,6930,6930,6930
2007-12-20,USGS,11455420,2008,8790,A,4960,measure,10988,8790,8790,8790,8790
2007-12-21,USGS,11455420,2008,11400,A,6070,measure,13488,11400,11400,11400,11400
2007-12-22,USGS,11455420,2008,12100,A,6710,measure,14930,12100,12100,12100,12100
2007-12-23,USGS,11455420,2008,11800,A,6720,measure,14952,11800,11800,11800,11800
2007-12-24,USGS,11455420,2008,10600,A,6100,measure,13556,10600,10600,10600,10600
2007-12-25,USGS,11455420,2008,8910,A,5340,measure,11844,8910,8910,8910,8910
2007-12-26,USGS,11455420,2008,9270,A,4890,measure,10830,9270,9270,9270,9270
2007-12-27,USGS,11455420,2008,8450,A,4580,measure,10132,8450,8450,8450,8450
2007-12-28,USGS,11455420,2008,8110,A,4400,measure,9726,8110,8110,8110,8110
2007-12-29,USGS,11455420,2008,7670,A,4310,measure,9524,7670,7670,7670,7670
2007-12-30,USGS,11455420,2008,8200,A,4380,measure,9681,8200,8200,8200,8200
2007-12-31,USGS,11455420,2008,6530,A,4340,measure,9591,6530,6530,6530,6530
2008-01-01,USGS,11455420,2008,4100,A,4120,measure,9096,4100,4100,4100,4100
2008-01-02,USGS,11455420,2008,2440,A,3860,measure,8510,2440,2440,2440,2440
2008-01-03,USGS,11455420,2008,163,A,3600,measure,7924,163,163,163,163
2008-01-04,USGS,11455420,2008,6330,A,4680,measure,10357,6330,6330,6330,6330
2008-01-05,USGS,11455420,2008,22500,A,8700,measure,19412,22500,22500,22500,22500
2008-01-06,USGS,11455420,2008,27700,A,12900,measure,28873,27700,27700,27700,27700
2008-01-07,USGS,11455420,2008,29700,A,15200,measure,34053,29700,29700,29700,29700
2008-01-08,USGS,11455420,2008,27600,A,14400,measure,32251,27600,27600,27600,27600
2008-01-09,USGS,11455420,2008,25700,A,13000,measure,29098,25700,25700,25700,25700
2008-01-10,USGS,11455420,2008,22700,A,12000,measure,26845,22700,22700,22700,22700
2008-01-11,USGS,11455420,2008,22200,A,11900,measure,26620,22200,22200,22200,22200
2008-01-12,USGS,11455420,2008,21300,A,11500,measure,25719,21300,21300,21300,21300
2008-01-13,USGS,11455420,2008,20000,A,10900,measure,24368,20000,20000,20000,20000
2008-01-14,USGS,11455420,2008,17200,A,9920,measure,22160,17200,17200,17200,17200
2008-01-15,USGS,11455420,2008,14000,A,8920,measure,19908,14000,14000,14000,14000
2008-01-16,USGS,11455420,2008,9790,A,8030,measure,17903,9790,9790,9790,9790
2008-01-17,USGS,11455420,2008,8650,A,7120,measure,15853,8650,8650,8650,8650
2008-01-18,USGS,11455420,2008,9510,A,6430,measure,14299,9510,9510,9510,9510
2008-01-19,USGS,11455420,2008,8230,A,5700,measure,12655,8230,8230,8230,8230
2008-01-20,USGS,11455420,2008,7060,A,5020,measure,11123,7060,7060,7060,7060
2008-01-21,USGS,11455420,2008,9490,A,5030,measure,11145,9490,9490,9490,9490
2008-01-22,USGS,11455420,2008,10100,A,5350,measure,11866,10100,10100,10100,10100
2008-01-23,USGS,11455420,2008,9220,A,5760,measure,12790,9220,9220,9220,9220
2008-01-24,USGS,11455420,2008,11900,A,6490,measure,14434,11900,11900,11900,11900
2008-01-25,USGS,11455420,2008,14500,A,6970,measure,15515,14500,14500,14500,14500
2008-01-26,USGS,11455420,2008,18400,A,8230,measure,18353,18400,18400,18400,18400
2008-01-27,USGS,11455420,2008,23400,A,11600,measure,25944,23400,23400,23400,23400
2008-01-28,USGS,11455420,2008,34600,A,15800,measure,35405,34600,34600,34600,34600
2008-01-29,USGS,11455420,2008,36000,A,18000,measure,40360,36000,36000,36000,36000
2008-01-30,USGS,11455420,2008,36500,A,18700,measure,41937,36500,36500,36500,36500
2008-01-31,USGS,11455420,2008,34500,A,18000,measure,40360,34500,34500,34500,34500
2008-02-01,USGS,11455420,2008,33800,A,17000,measure,38108,33800,33800,33800,33800
2008-02-02,USGS,11455420,2008,30900,A,16500,measure,36982,30900,30900,30900,30900
2008-02-03,USGS,11455420,2008,35100,A,16800,measure,37657,35100,35100,35100,35100
2008-02-04,USGS,11455420,2008,36500,A,17400,measure,39009,36500,36500,36500,36500
2008-02-05,USGS,11455420,2008,35300,A,17500,measure,39234,35300,35300,35300,35300
2008-02-06,USGS,11455420,2008,35300,A,17200,measure,38558,35300,35300,35300,35300
2008-02-07,USGS,11455420,2008,33100,A,15700,measure,35180,33100,33100,33100,33100
2008-02-08,USGS,11455420,2008,29100,A,13900,measure,31125,29100,29100,29100,29100
2008-02-09,USGS,11455420,2008,25900,A,12300,measure,27521,25900,25900,25900,25900
2008-02-10,USGS,11455420,2008,23400,A,11100,measure,24818,23400,23400,23400,23400
2008-02-11,USGS,11455420,2008,20900,A,10200,measure,22791,20900,20900,20900,20900
2008-02-12,USGS,11455420,2008,18200,A,9340,measure,20854,18200,18200,18200,18200
2008-02-13,USGS,11455420,2008,14200,A,8840,measure,19727,14200,14200,14200,14200
2008-02-14,USGS,11455420,2008,11500,A,8510,measure,18984,11500,11500,11500,11500
2008-02-15,USGS,11455420,2008,12100,A,8040,measure,17925,12100,12100,12100,12100
2008-02-16,USGS,11455420,2008,13300,A,7650,measure,17047,13300,13300,13300,13300
2008-02-17,USGS,11455420,2008,12300,A,7080,measure,15763,12300,12300,12300,12300
2008-02-18,USGS,11455420,2008,11000,A,6510,measure,14479,11000,11000,11000,11000
2008-02-19,USGS,11455420,2008,11800,A,6260,measure,13916,11800,11800,11800,11800
2008-02-20,USGS,11455420,2008,12000,A,6350,measure,14119,12000,12000,12000,12000
2008-02-21,USGS,11455420,2008,10600,A,6090,measure,13533,10600,10600,10600,10600
2008-02-22,USGS,11455420,2008,12100,A,6180,measure,13736,12100,12100,12100,12100
2008-02-23,USGS,11455420,2008,11000,A,6590,measure,14659,11000,11000,11000,11000
2008-02-24,USGS,11455420,2008,15200,A,8260,measure,18421,15200,15200,15200,15200
2008-02-25,USGS,11455420,2008,26000,A,11800,measure,26395,26000,26000,26000,26000
2008-02-26,USGS,11455420,2008,27600,A,14800,measure,33152,27600,27600,27600,27600
2008-02-27,USGS,11455420,2008,27600,A,16200,measure,36306,27600,27600,27600,27600
2008-02-28,USGS,11455420,2008,25900,A,15600,measure,34954,25900,25900,25900,25900
2008-02-29,USGS,11455420,2008,24600,A,14000,measure,31350,24600,24600,24600,24600
2008-03-01,USGS,11455420,2008,23200,A,12500,measure,27972,23200,23200,23200,23200
2008-03-02,USGS,11455420,2008,16400,A,11200,measure,25043,16400,16400,16400,16400
2008-03-03,USGS,11455420,2008,14800,A,9740,measure,21755,14800,14800,14800,14800
2008-03-04,USGS,11455420,2008,14200,A,8620,measure,19232,14200,14200,14200,14200
2008-03-05,USGS,11455420,2008,13400,A,7820,measure,17430,13400,13400,13400,13400
2008-03-06,USGS,11455420,2008,13500,A,7140,measure,15898,13500,13500,13500,13500
2008-03-07,USGS,11455420,2008,12100,A,6500,measure,14457,12100,12100,12100,12100
2008-03-08,USGS,11455420,2008,10700,A,5960,measure,13240,10700,10700,10700,10700
2008-03-09,USGS,11455420,2008,10600,A,5610,measure,12452,10600,10600,10600,10600
2008-03-10,USGS,11455420,2008,10600,A,5310,measure,11776,10600,10600,10600,10600
2008-03-11,USGS,11455420,2008,9430,A,5030,measure,11145,9430,9430,9430,9430
2008-03-12,USGS,11455420,2008,7580,A,4680,measure,10357,7580,7580,7580,7580
2008-03-13,USGS,11455420,2008,7990,A,4590,measure,10154,7990,7990,7990,7990
2008-03-14,USGS,11455420,2008,8730,A,4660,measure,10312,8730,8730,8730,8730
2008-03-15,USGS,11455420,2008,8990,A,4800,measure,10627,8990,8990,8990,8990
2008-03-16,USGS,11455420,2008,7710,A,4980,measure,11033,7710,7710,7710,7710
2008-03-17,USGS,11455420,2008,7370,A,4700,measure,10402,7370,7370,7370,7370
2008-03-18,USGS,11455420,2008,7970,A,4440,measure,9816,7970,7970,7970,7970
2008-03-19,USGS,11455420,2008,8460,A,4220,measure,9321,8460,8460,8460,8460
2008-03-20,USGS,11455420,2008,9520,A,4220,measure,9321,9520,9520,9520,9520
2008-03-21,USGS,11455420,2008,8450,A,4050,measure,8938,8450,8450,8450,8450
2008-03-22,USGS,11455420,2008,6030,A,3710,measure,8172,6030,6030,6030,6030
2008-03-23,USGS,11455420,2008,6380,A,3630,measure,7992,6380,6380,6380,6380
2008-03-24,USGS,11455420,2008,6160,A,3560,measure,7834,6160,6160,6160,6160
2008-03-25,USGS,11455420,2008,6620,A,3570,measure,7857,6620,6620,6620,6620
2008-03-26,USGS,11455420,2008,7160,A,3570,measure,7857,7160,7160,7160,7160
2008-03-27,USGS,11455420,2008,5430,A,3430,measure,7541,5430,5430,5430,5430
2008-03-28,USGS,11455420,2008,4160,A,3190,measure,7001,4160,4160,4160,4160
2008-03-29,USGS,11455420,2008,5390,A,3350,measure,7361,5390,5390,5390,5390
2008-03-30,USGS,11455420,2008,6330,A,3500,measure,7699,6330,6330,6330,6330
2008-03-31,USGS,11455420,2008,5330,A,3410,measure,7496,5330,5330,5330,5330
2008-04-01,USGS,11455420,2008,4180,A,3150,measure,6911,4180,4180,4180,4180
2008-04-02,USGS,11455420,2008,5740,A,3290,measure,7226,5740,5740,5740,5740
2008-04-03,USGS,11455420,2008,5740,A,3230,measure,7091,5740,5740,5740,5740
2008-04-04,USGS,11455420,2008,5050,A,2950,measure,6460,5050,5050,5050,5050
2008-04-05,USGS,11455420,2008,5340,A,2790,measure,6100,5340,5340,5340,5340
2008-04-06,USGS,11455420,2008,6490,A,2830,measure,6190,6490,6490,6490,6490
2008-04-07,USGS,11455420,2008,5970,A,3000,measure,6573,5970,5970,5970,5970
2008-04-08,USGS,11455420,2008,4960,A,2940,measure,6438,4960,4960,4960,4960
2008-04-09,USGS,11455420,2008,7300,A,3340,measure,7339,7300,7300,7300,7300
2008-04-10,USGS,11455420,2008,7740,A,3830,measure,8442,7740,7740,7740,7740
2008-04-11,USGS,11455420,2008,8510,A,4400,measure,9726,8510,8510,8510,8510
2008-04-12,USGS,11455420,2008,8910,A,4760,measure,10537,8910,8910,8910,8910
2008-04-13,USGS,11455420,2008,7900,A,4700,measure,10402,7900,7900,7900,7900
2008-04-14,USGS,11455420,2008,8830,A,4640,measure,10267,8830,8830,8830,8830
2008-04-15,USGS,11455420,2008,11900,A,5090,measure,11281,11900,11900,11900,11900
2008-04-16,USGS,11455420,2008,8710,A,4910,measure,10875,8710,8710,8710,8710
2008-04-17,USGS,11455420,2008,7110,A,4550,measure,10064,7110,7110,7110,7110
2008-04-18,USGS,11455420,2008,5860,A,4190,measure,9253,5860,5860,5860,5860
2008-04-19,USGS,11455420,2008,8570,A,4210,measure,9298,8570,8570,8570,8570
2008-04-20,USGS,11455420,2008,10900,A,4530,measure,10019,10900,10900,10900,10900
2008-04-21,USGS,11455420,2008,8460,A,4250,measure,9388,8460,8460,8460,8460
2008-04-22,USGS,11455420,2008,6910,A,3830,measure,8442,6910,6910,6910,6910
2008-04-23,USGS,11455420,2008,7010,A,3610,measure,7947,7010,7010,7010,7010
2008-04-24,USGS,11455420,2008,6980,A,3660,measure,8060,6980,6980,6980,6980
2008-04-25,USGS,11455420,2008,4840,A,3430,measure,7541,4840,4840,4840,4840
2008-04-26,USGS,11455420,2008,3920,A,3210,measure,7046,3920,3920,3920,3920
2008-04-27,USGS,11455420,2008,4740,A,3110,measure,6821,4740,4740,4740,4740
2008-04-28,USGS,11455420,2008,4830,A,2850,measure,6235,4830,4830,4830,4830
2008-04-29,USGS,11455420,2008,6790,A,2790,measure,6100,6790,6790,6790,6790
2008-04-30,USGS,11455420,2008,7630,A,3110,measure,6821,7630,7630,7630,7630
2008-05-01,USGS,11455420,2008,4160,A,2910,measure,6370,4160,4160,4160,4160
2008-05-02,USGS,11455420,2008,3530,A,2720,measure,5942,3530,3530,3530,3530
