organization_identifier,organization_formal_name,activity_identifier,activity_type_code,activity_media_name,activity_media_subdivision_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,activity_end_date,activity_end_time_time,activity_end_time_time_zone_code,activity_depth_height_measure_measure_value,activity_depth_height_measure_measure_unit_code,activity_depth_altitude_reference_point_text,activity_top_depth_height_measure_measure_value,activity_top_depth_height_measure_measure_unit_code,activity_bottom_depth_height_measure_measure_value,activity_bottom_depth_height_measure_measure_unit_code,project_identifier,activity_conducting_organization_text,monitoring_location_identifier,activity_comment_text,sample_aquifer,hydrologic_condition,hydrologic_event,sample_collection_method_method_identifier,sample_collection_method_method_identifier_context,sample_collection_method_method_name,sample_collection_equipment_name,result_detection_condition_text,characteristic_name,result_sample_fraction_text,result_measure_value,result_measure_measure_unit_code,measure_qualifier_code,result_status_identifier,statistical_base_code,result_value_type_name,result_weight_basis_text,result_time_basis_text,result_temperature_basis_text,result_particle_size_basis_text,precision_value,result_comment_text,usgsp_code,result_depth_height_measure_measure_value,result_depth_height_measure_measure_unit_code,result_depth_altitude_reference_point_text,subject_taxonomic_name,sample_tissue_anatomy_name,result_analytical_method_method_identifier,result_analytical_method_method_identifier_context,result_analytical_method_method_name,method_description_text,laboratory_name,analysis_start_date,result_laboratory_comment_text,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code,preparation_start_date,provider_name,activity_start_date_time,activity_end_date_time
USGS-CA,USGS California Water Science Center,nwisca.01.01000456,Sample-Routine,Water,Surface Water,2010-03-04,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11447650,"A-0680041 30mL passed through each TPCN filter, Total 90mL",NA,"Stable, normal stage",Routine sample,40.00,USGS parameter code 82398,Multiple verticals,US D-96 bag sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.39,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2010-03-16,NA,Laboratory Reporting Level,0.1,mg/l,NA,NWIS,2010-03-04T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01600602,Sample-Routine,Water,Surface Water,2015-12-17,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-3570002 X=no station id on sample  X=station id not noted on btls,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Nitrite,Dissolved,0.02,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2015-12-30,NA,NA,NA,NA,NA,NWIS,2015-12-17T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01600602,Sample-Routine,Water,Surface Water,2015-12-17,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-3570002 X=no station id on sample  X=station id not noted on btls,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.56,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2015-12-31,NA,NA,NA,NA,NA,NWIS,2015-12-17T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01600602,Sample-Routine,Water,Surface Water,2015-12-17,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-3570002 X=no station id on sample  X=station id not noted on btls,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.08,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2015-12-30,NA,NA,NA,NA,NA,NWIS,2015-12-17T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01600602,Sample-Routine,Water,Surface Water,2015-12-17,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-3570002 X=no station id on sample  X=station id not noted on btls,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2015-12-24,NA,NA,NA,NA,NA,NWIS,2015-12-17T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01704379,Sample-Routine,Water,Surface Water,2017-05-02,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.026,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2017-05-12,NA,NA,NA,NA,NA,NWIS,2017-05-02T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01704379,Sample-Routine,Water,Surface Water,2017-05-02,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.18,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2017-05-17,NA,NA,NA,NA,NA,NWIS,2017-05-02T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01706050,Sample-Routine,Water,Surface Water,2017-06-22,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2017-07-12,NA,NA,NA,NA,NA,NWIS,2017-06-22T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01503613,Sample-Routine,Water,Surface Water,2015-04-23,11:32:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455139,"""L-1200089 X=time on bottle 11:30,02-pump, acw..   Notified WSC of invalid account number listed on ASR form, acw, 5/4/2015""",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.37,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2015-05-08,NA,NA,NA,NA,NA,NWIS,2015-04-23T19:32:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01504391,Sample-Routine,Water,Surface Water,2015-06-11,11:31:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455350,A-1910043 Record Number: 01504391,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Ammonia and ammonium,Dissolved,0.22,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2015-07-13,NA,NA,NA,NA,NA,NWIS,2015-06-11T19:31:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01100587,Sample-Routine,Water,Surface Water,2010-12-28,11:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,40.00,USGS parameter code 82398,Multiple verticals,US D-96 bag sampler,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2011-01-10,NA,Long Term Method Detection Level,0.01,mg/l as N,NA,NWIS,2010-12-28T19:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01100587,Sample-Routine,Water,Surface Water,2010-12-28,11:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,40.00,USGS parameter code 82398,Multiple verticals,US D-96 bag sampler,NA,Nitrite,Dissolved,0.003,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2011-01-10,NA,Long Term Method Detection Level,0.001,mg/l as N,NA,NWIS,2010-12-28T19:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01100587,Sample-Routine,Water,Surface Water,2010-12-28,11:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,40.00,USGS parameter code 82398,Multiple verticals,US D-96 bag sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.16,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,CL048,USGS,"Nutrients, wf, Cd reduct, color","USGS OF 93-125, p 157","USGS-National Water Quality Lab, Denver, CO",2011-01-03,NA,Long Term Method Detection Level,0.02,mg/l as N,NA,NWIS,2010-12-28T19:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01100587,Sample-Routine,Water,Surface Water,2010-12-28,11:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,40.00,USGS parameter code 82398,Multiple verticals,US D-96 bag sampler,NA,Orthophosphate,Dissolved,0.03,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2011-01-10,NA,Long Term Method Detection Level,0.004,mg/l as P,NA,NWIS,2010-12-28T19:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501415,Sample-Routine,Water,Surface Water,2015-01-06,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.3,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2015-01-23,NA,NA,NA,NA,NA,NWIS,2015-01-06T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501415,Sample-Routine,Water,Surface Water,2015-01-06,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Ammonia and ammonium,Dissolved,0.14,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2015-02-03,NA,NA,NA,NA,NA,NWIS,2015-01-06T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501415,Sample-Routine,Water,Surface Water,2015-01-06,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrite,Dissolved,0.018,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => DLDQC)",00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2015-02-03,NA,NA,NA,NA,NA,NWIS,2015-01-06T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501415,Sample-Routine,Water,Surface Water,2015-01-06,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.51,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => DLDQC)",00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2015-01-20,NA,NA,NA,NA,NA,NWIS,2015-01-06T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501814,Sample-Routine,Water,Surface Water,2015-01-27,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,A-0280009 TPCN 200mL each for a total of 600mL,NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2015-02-04,NA,NA,NA,NA,NA,NWIS,2015-01-27T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501814,Sample-Routine,Water,Surface Water,2015-01-27,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,A-0280009 TPCN 200mL each for a total of 600mL,NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,Nitrite,Dissolved,0.002,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2015-02-04,NA,NA,NA,NA,NA,NWIS,2015-01-27T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501814,Sample-Routine,Water,Surface Water,2015-01-27,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,A-0280009 TPCN 200mL each for a total of 600mL,NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.26,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2015-02-03,NA,NA,NA,NA,NA,NWIS,2015-01-27T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501814,Sample-Routine,Water,Surface Water,2015-01-27,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,A-0280009 TPCN 200mL each for a total of 600mL,NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,Orthophosphate,Dissolved,0.04,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2015-02-04,NA,NA,NA,NA,NA,NWIS,2015-01-27T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01501814,Sample-Routine,Water,Surface Water,2015-01-27,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,A-0280009 TPCN 200mL each for a total of 600mL,NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2015-02-10,NA,NA,NA,NA,NA,NWIS,2015-01-27T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01708123,Sample-Routine,Water,Surface Water,2017-08-01,00:28:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrite,Dissolved,0.001,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2017-08-14,below the reporting level but at or above the detection level,NA,NA,NA,NA,NWIS,2017-08-01T08:28:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01708123,Sample-Routine,Water,Surface Water,2017-08-01,00:28:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2017-08-15,NA,NA,NA,NA,NA,NWIS,2017-08-01T08:28:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01708123,Sample-Routine,Water,Surface Water,2017-08-01,00:28:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Orthophosphate,Dissolved,0.158,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2017-08-14,NA,NA,NA,NA,NA,NWIS,2017-08-01T08:28:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01708123,Sample-Routine,Water,Surface Water,2017-08-01,00:28:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.28,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2017-08-15,NA,NA,NA,NA,NA,NWIS,2017-08-01T08:28:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505218,Sample-Routine,Water,Surface Water,2015-08-06,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Ammonia and ammonium,Dissolved,0.03,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2015-08-28,NA,NA,NA,NA,NA,NWIS,2015-08-06T16:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505218,Sample-Routine,Water,Surface Water,2015-08-06,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.359,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2015-09-04,NA,NA,NA,NA,NA,NWIS,2015-08-06T16:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505218,Sample-Routine,Water,Surface Water,2015-08-06,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.091,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2015-08-28,NA,NA,NA,NA,NA,NWIS,2015-08-06T16:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505218,Sample-Routine,Water,Surface Water,2015-08-06,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.72,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2015-09-02,NA,NA,NA,NA,NA,NWIS,2015-08-06T16:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505381,Sample-Routine,Water,Surface Water,2015-09-15,11:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Ammonia and ammonium,Dissolved,0.03,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2015-09-29,NA,NA,NA,NA,NA,NWIS,2015-09-15T19:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505381,Sample-Routine,Water,Surface Water,2015-09-15,11:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Nitrite,Dissolved,0.003,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2015-09-29,NA,NA,NA,NA,NA,NWIS,2015-09-15T19:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01505381,Sample-Routine,Water,Surface Water,2015-09-15,11:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455139,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.116,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2015-09-29,NA,NA,NA,NA,NA,NWIS,2015-09-15T19:00:00Z,NA
