organization_identifier,organization_formal_name,activity_identifier,activity_type_code,activity_media_name,activity_media_subdivision_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,activity_end_date,activity_end_time_time,activity_end_time_time_zone_code,activity_depth_height_measure_measure_value,activity_depth_height_measure_measure_unit_code,activity_depth_altitude_reference_point_text,activity_top_depth_height_measure_measure_value,activity_top_depth_height_measure_measure_unit_code,activity_bottom_depth_height_measure_measure_value,activity_bottom_depth_height_measure_measure_unit_code,project_identifier,activity_conducting_organization_text,monitoring_location_identifier,activity_comment_text,sample_aquifer,hydrologic_condition,hydrologic_event,sample_collection_method_method_identifier,sample_collection_method_method_identifier_context,sample_collection_method_method_name,sample_collection_equipment_name,result_detection_condition_text,characteristic_name,result_sample_fraction_text,result_measure_value,result_measure_measure_unit_code,measure_qualifier_code,result_status_identifier,statistical_base_code,result_value_type_name,result_weight_basis_text,result_time_basis_text,result_temperature_basis_text,result_particle_size_basis_text,precision_value,result_comment_text,usgsp_code,result_depth_height_measure_measure_value,result_depth_height_measure_measure_unit_code,result_depth_altitude_reference_point_text,subject_taxonomic_name,sample_tissue_anatomy_name,result_analytical_method_method_identifier,result_analytical_method_method_identifier_context,result_analytical_method_method_name,method_description_text,laboratory_name,analysis_start_date,result_laboratory_comment_text,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code,preparation_start_date,provider_name,activity_start_date_time,activity_end_date_time
USGS-CA,USGS California Water Science Center,nwisca.01.01805798,Sample-Routine,Water,Surface Water,2018-09-05,10:20:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr23059,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.7,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-09-27,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-09-27,NWIS,2018-09-05T18:20:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900100,Sample-Routine,Water,Surface Water,2018-10-17,14:25:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455350,L-2990025 RECEIVED OCT 25 2018  Received 10/25/18,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.9,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-07,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-11-07,NWIS,2018-10-17T22:25:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805855,Sample-Routine,Water,Surface Water,2018-09-13,13:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-2630006 Added proposal CL18009 per ASR Comment. 9/21/2018 mec,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.8,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-09-28,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-09-28,NWIS,2018-09-13T21:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900089,Sample-Routine,Water,Surface Water,2018-10-02,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.7,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-10-26,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-10-26,NWIS,2018-10-02T19:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01804338,Sample-Routine,Water,Surface Water,2018-06-07,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.1,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-29,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-29,NWIS,2018-06-07T20:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900738,Sample-Routine,Water,Surface Water,2018-10-16,15:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-2980196 Received 10/25/18,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.8,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-07,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-11-07,NWIS,2018-10-16T23:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01803864,Sample-Routine,Water,Surface Water,2018-05-08,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,"""L-1490060 Received May 25, 2018""",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.1,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-01,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-01,NWIS,2018-05-08T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805793,Sample-Routine,Water,Surface Water,2018-09-05,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-2560002 Please put proposal number in Proposal Number field on ASR.,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.7,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-09-27,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-09-27,NWIS,2018-09-05T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01803349,Sample-Routine,Water,Surface Water,2018-04-18,12:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-05-02,NA,Lower Reporting Limit,0.1,ug/l,2018-05-02,NWIS,2018-04-18T20:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01803910,Sample-Routine,Water,Surface Water,2018-05-15,11:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455350,"""L-1490073 Received May 25, 2018""",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.5,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-07,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-07,NWIS,2018-05-15T19:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900740,Sample-Routine,Water,Surface Water,2018-11-28,08:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-12-20,NA,Lower Reporting Limit,0.1,ug/l,2018-12-20,NWIS,2018-11-28T16:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805099,Sample-Routine,Water,Surface Water,2018-07-26,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,"L-2150004 Received August 02, 2018  Received August 2, 2018.  Received August 2, 2018.  Added LC3152. no analyses requested. 8/6/2018 mec   Added LC8994 and proposal CL18009. 8/21/2018 mec",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,2,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,The holding time for the processing of this sample has been exceeded,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-08-20,holding time exceededvalue extrapolated at low endsee result comment,Lower Reporting Limit,0.1,ug/l,2018-08-20,NWIS,2018-07-26T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805102,Sample-Routine,Water,Surface Water,2018-07-26,09:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455350,"L-2150006 Received August 02, 2018  Received August 2, 2018.  Received August 2, 2018.  Added LC3152. no analyses requested. 8/6/2018 mec   Added LC8994 and proposal CL18009. 8/21/2018 mec",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,2.1,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,The holding time for the processing of this sample has been exceeded,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-08-20,holding time exceededvalue extrapolated at low endsee result comment,Lower Reporting Limit,0.1,ug/l,2018-08-20,NWIS,2018-07-26T17:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01804313,Sample-Routine,Water,Surface Water,2018-05-30,09:50:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.4,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-20,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-20,NWIS,2018-05-30T17:50:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01803938,Sample-Routine,Water,Surface Water,2018-05-17,15:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,"L-1490053 Received May 25, 2018",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.5,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-08,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-08,NWIS,2018-05-17T23:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01801698,Sample-Routine,Water,Surface Water,2018-02-13,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455350,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.6,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-03-02,NA,Lower Reporting Limit,0.1,ug/l,2018-03-02,NWIS,2018-02-13T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01803935,Sample-Routine,Water,Surface Water,2018-05-17,14:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455350,"L-1490032 Received May 25, 2018",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.4,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-07,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-07,NWIS,2018-05-17T22:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805588,Sample-Routine,Water,Surface Water,2018-08-23,13:50:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr23020,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,2.7,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-09-14,NA,Lower Reporting Limit,0.1,ug/l,2018-09-14,NWIS,2018-08-23T21:50:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805869,Quality Control Sample-Field Replicate,Water,Surface Water,2018-09-13,13:25:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr23138,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.8,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-09-28,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-09-28,NWIS,2018-09-13T21:25:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01802973,Sample-Routine,Water,Surface Water,2018-04-10,09:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455350,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-04-24,NA,Lower Reporting Limit,0.1,ug/l,2018-04-24,NWIS,2018-04-10T17:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805582,Sample-Routine,Water,Surface Water,2018-08-23,09:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-2430020 Added proposal CL18009 per Gosselink. 9/5/2018 mec,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.5,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-09-14,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-09-14,NWIS,2018-08-23T17:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01801055,Sample-Routine,Water,Surface Water,2018-01-11,09:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.1,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-01-29,NA,Lower Reporting Limit,0.1,ug/l,2018-01-29,NWIS,2018-01-11T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01804311,Sample-Routine,Water,Surface Water,2018-05-30,08:25:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455350,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-06-20,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-06-20,NWIS,2018-05-30T16:25:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900101,Sample-Routine,Water,Surface Water,2018-10-17,15:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,L-2990014 Received 10/25/18,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.7,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-07,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-11-07,NWIS,2018-10-17T23:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01804855,Sample-Routine,Water,Surface Water,2018-07-17,12:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,"""L-2050126 Received July 24, 2018""",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.4,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-08-01,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-08-01,NWIS,2018-07-17T20:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900143,Quality Control Sample-Field Replicate,Water,Surface Water,2018-10-10,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-2990055 Received 10/25/18,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.7,ug/l,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-02,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-11-02,NWIS,2018-10-10T18:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01802910,Sample-Routine,Water,Surface Water,2018-04-03,10:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-04-24,NA,Lower Reporting Limit,0.1,ug/l,2018-04-24,NWIS,2018-04-03T18:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01801552,Quality Control Sample-Field Replicate,Water,Surface Water,2018-02-08,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.6,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-02-22,NA,Lower Reporting Limit,0.1,ug/l,2018-02-22,NWIS,2018-02-08T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900737,Sample-Routine,Water,Surface Water,2018-10-16,15:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-2980198 Received 10/25/18,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.6,ug/l,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-07,value extrapolated at low end,Lower Reporting Limit,0.1,ug/l,2018-11-07,NWIS,2018-10-16T23:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01802242,Sample-Routine,Water,Surface Water,2018-03-15,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455350,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-03-30,NA,Lower Reporting Limit,0.1,ug/l,2018-03-30,NWIS,2018-03-15T18:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01802122,Sample-Routine,Water,Surface Water,2018-03-06,09:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.1,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2018-03-23,NA,Lower Reporting Limit,0.1,ug/l,2018-03-23,NWIS,2018-03-06T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02000792,Sample-Routine,Water,Surface Water,2019-12-11,12:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-12-27,NA,Lower Reporting Limit,0.1,ug/l,2019-12-27,NWIS,2019-12-11T20:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01903940,Sample-Routine,Water,Surface Water,2019-04-10,12:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,5.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-04-25,NA,Lower Reporting Limit,0.1,ug/l,2019-04-25,NWIS,2019-04-10T20:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01906270,Sample-Routine,Water,Surface Water,2019-07-30,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-2190006 Updated Time from 1046 per C. Sturgeon. JPC 8/28/19,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-08-09,NA,Lower Reporting Limit,0.1,ug/l,2019-08-09,NWIS,2019-07-30T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01906780,Sample-Routine,Water,Surface Water,2019-09-05,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-2610030 X = No Station ID on bottle.,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,The holding time for the processing of this sample has been exceeded,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-10-03,holding time exceededsee result comment,Lower Reporting Limit,0.1,ug/l,2019-10-03,NWIS,2019-09-05T19:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01903291,Sample-Routine,Water,Surface Water,2019-03-28,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,3.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-04-17,NA,Lower Reporting Limit,0.1,ug/l,2019-04-17,NWIS,2019-03-28T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003069,Sample-Routine,Water,Surface Water,2020-06-24,14:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to prep phase of sample processing.,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-07-17,holding time exceededsee result comment,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-06-24T22:15:00Z,NA
